"SUBJECT","school","saccade","stroop","stroop_err","ospan","Zstroop","Zstroop_err","zstrcomb","ac","passage","vocaba","vocabb","vocabc","meq","age","gender","education","vision"
173,"washu",0.58,181.62,0.03,31,1.00991522534021,-0.425541864356709,0.29218668049175,-1.14826979089883,41,17,21,14,30,19,"f",13,3
174,"washu",0.65,86.92,0.06,40,-0.549998202705326,0.069236281844684,-0.240380960430321,-0.295876855484071,34,19,15,13,50,18,"f",12,2
175,"washu",0.58,115.51,0.03,68,-0.0790591857272706,-0.425541864356709,-0.25230052504199,0.425159741184226,39,18,20,12,30,19,"f",13,2
176,"washu",0.69,88.71,0.09,50,-0.520513038648288,0.564014428046077,0.0217506946988943,0.0367561520314168,41,21,20,15,27,19,"f",13,1
177,"washu",0.85,62.19,0.06,53,-0.957354687135802,0.069236281844684,-0.444059202645559,0.95892414546293,40,20,21,16,51,18,"f",12,1
178,"washu",0.9,NA,NA,46,NA,NA,NA,NA,43,22,23,18,59,21,"m",15,1
179,"washu",0.6,75.1,0,35,-0.744699118433924,-0.920320010558102,-0.832509564496013,-0.305529041954155,39,18,19,13,54,20,"f",14,1
180,"washu",0.88,55.91,0.03,61,-1.0607998437158,-0.425541864356709,-0.743170854036255,1.50601469813564,42,20,21,13,38,20,"f",13,1
181,"washu",0.88,184.39,0,43,1.05554310491451,-0.920320010558102,0.0676115471782032,0.431645590333372,40,17,22,14,38,18,"f",12,2
182,"washu",0.65,88.7,0,61,-0.520677760235199,-0.920320010558102,-0.72049888539665,0.693965619272374,37,18,19,14,30,21,"M",15,1
183,"washu",0.69,86.2,0.03,36,-0.561858156962906,-0.425541864356709,-0.493700010659807,-0.150322060843504,35,18,19,13,34,20,"F",14,2
184,"washu",0.75,45.82,0.06,71,-1.22700392490883,0.069236281844684,-0.578883821532071,1.30328961001005,36,15,19,14,54,19,"m",12,1
185,"washu",0.81,79.58,0.08,39,-0.670903847497873,0.399088379312279,-0.135907734092797,0.166783948514879,43,19,21,18,58,20,"F",14,2
186,"washu",0.81,51.57,0,61,-1.1322890124351,-0.920320010558102,-1.0263045114966,1.4229962471739,37,18,20,16,41,20,"M",14,7
187,"washu",0.77,28.89,0.06,58,-1.50587757154886,0.069236281844684,-0.718320644852087,1.00712421643147,39,17,19,14,41,20,"F",14,1
188,"washu",0.79,142.35,0.03,71,0.36305355354139,-0.425541864356709,-0.0312441554076595,1.13238105537562,39,18,19,12,36,21,"F",15,7
189,"washu",0.92,50.84,0.03,72,-1.14431368827959,-0.425541864356709,-0.78492777631815,2.04481245367643,38,16,17,9,NA,19,"m",13,2
190,"washu",0.67,60.77,0.06,35,-0.98074515247714,0.069236281844684,-0.455754435316228,-0.27548994279138,37,18,20,13,48,19,"F",12,6
191,"washu",0.79,140.54,0,69,0.33323894631053,-0.920320010558102,-0.293540532123786,1.21241651441225,44,20,22,18,33,20,"f",14,2
192,"washu",0.73,94.67,0.03,75,-0.422338972849435,-0.425541864356709,-0.423940418603072,1.28290182962108,40,18,19,14,38,20,"M",14,2
193,"washu",0.88,139.02,0.06,71,0.308201265100085,0.069236281844684,0.188718773472384,1.32064444780293,38,20,18,13,45,19,"f",13,3
194,"washu",0.85,81.97,0.03,69,-0.631535388226186,-0.425541864356709,-0.528538626291447,1.55389130956756,43,17,19,17,55,20,"F",15,1
195,"washu",0.58,59.69,0.06,68,-0.998535083863509,0.069236281844684,-0.464649401009413,0.545325613364784,40,20,21,11,56,19,"F",13,1
196,"washu",0.9,186.75,0.14,68,1.09441739942546,1.38864467171507,1.24153103557026,0.691774276230083,43,18,22,12,35,22,"M",16,1
197,"washu",0.77,29.97,0,56,-1.48808764016249,-0.920320010558102,-1.20420382536029,1.2136849662818,41,21,21,16,46,20,"f",15,2
198,"washu",0.94,54.93,0.11,75,-1.07694255923306,0.893866525513672,-0.0915380168596954,1.82452093578141,17,10,16,9,71,21,"m",15,2
199,"washu",0.77,92.11,0.09,57,-0.464507699098607,0.564014428046077,0.0497533644737351,0.538282084193892,45,24,24,16,39,20,"M",14,1
200,"washu",0.88,41.82,0,71,-1.29289255967316,-0.920320010558102,-1.10660628511563,2.05365452244275,39,21,20,16,47,21,"M",15,2
201,"washu",0.81,80.59,0.06,75,-0.65426696721988,0.069236281844684,-0.292515342687598,1.48651914678644,37,18,21,16,27,21,"M",15,3
202,"washu",0.48,102.75,0.03,38,-0.289243930625486,-0.425541864356709,-0.357392897491098,-0.888783530093252,33,17,17,0,42,26,"M",12,3
203,"washu",0.81,94.07,0.03,68,-0.432222268064085,-0.425541864356709,-0.428882066210397,1.32430453899398,36,19,20,16,37,21,"F",15,2
204,"washu",0.66,125.51,0,56,0.0856624011835568,-0.920320010558102,-0.417328804687272,0.386165825221795,39,18,21,12,28,19,"M",13,3
205,"washu",0.63,99.84,0,48,-0.337177912416537,-0.920320010558102,-0.628748961487319,0.127979556726079,39,20,20,17,49,19,"M",13,7
206,"washu",0.75,57.61,0.03,61,-1.03279717394096,-0.425541864356709,-0.729169519148835,1.04635887095764,43,18,20,15,42,22,"M",16,1
207,"washu",0.75,49.61,0.06,68,-1.16457444346962,0.069236281844684,-0.54766908081247,1.18303281044841,42,22,22,17,44,20,"F",15,3
208,"washu",0.77,181.13,0.2,55,1.00184386758158,2.37820096411785,1.69002241584971,-0.458323117124747,45,22,24,16,30,22,"f",15,1
209,"washu",0.94,45.71,0,44,-1.22881586236485,-0.920320010558102,-1.07456793646147,1.32068184028384,34,21,23,14,53,20,"m",14,5
210,"washu",0.73,142.94,0,49,0.372772127169129,-0.920320010558102,-0.273773941694486,0.30878734368992,34,18,17,10,42,20,"F",14,2
211,"washu",0.79,63.74,0,55,-0.931822841164624,-0.920320010558102,-0.926071425861363,1.09159268074003,44,20,21,17,41,18,"f",12,1
212,"washu",0.75,92.33,0,29,-0.460883824186569,-0.920320010558102,-0.690601917372335,-0.0697884985466614,23,12,15,7,52.5,27,"m",16,6
213,"washu",0.65,62.79,0.03,12,-0.947471391921153,-0.425541864356709,-0.686506628138931,-1.00095138413673,42,17,19,13,42,19,"f",13,1
214,"washu",0.58,87.26,0.03,55,-0.544397668750358,-0.425541864356709,-0.484969766553533,0.112256211076056,41,19,24,14,55,20,"F",14,55
215,"washu",0.44,44.42,0,45,-1.25006494707634,-0.920320010558102,-1.08519247881722,-0.376541455746402,41,18,17,15,41,20,"f",15,7
216,"washu",0.83,NA,NA,55,NA,NA,NA,NA,46,18,21,18,28,21,"m",15,1
217,"washu",0.92,314.8,0.03,26,3.20367731981861,-0.425541864356709,1.38906772773095,-0.758515912292139,29,21,17,6,39,19,"M",13,2
218,"washu",0.54,137.14,0.03,50,0.277233606760849,-0.425541864356709,-0.0741541287979301,-0.430202327152698,42,19,20,15,61,21,"f",15,2
219,"washu",0.9,112.07,0,44,-0.135723411624595,-0.920320010558102,-0.528021711091349,0.872402742616898,43,20,20,17,43,20,"F",14,1
220,"washu",0.81,33.06,0.14,55,-1.43718866980704,1.38864467171507,-0.0242719990459886,0.650771720876687,43,19,20,13,32,18,"f",12,5
221,"washu",0.81,168.77,0,47,0.798247986159796,-0.920320010558102,-0.0610360121991528,0.39799546997466,34,13,18,16,34,20,"m",13,5
222,"washu",0.81,192.91,0.03,68,1.19588589696253,-0.425541864356709,0.385172016302912,0.863640368384649,42,18,19,16,40,19,"f",12,1
223,"washu",0.73,112.4,0.03,64,-0.130287599256538,-0.425541864356709,-0.277914731806623,0.824094191966287,44,18,22,13,55,18,"F",12,2
224,"washu",0.69,87.47,0,44,-0.540938515425231,-0.920320010558102,-0.730629262991666,0.257334171443489,36,18,20,15,47,21,"f",15,2
225,"washu",0.69,66.37,-0.03,61,-0.888501063807076,-1.41509815675949,-1.15179961028329,1.07702856725455,43,19,25,13,46,21,"F",14,2
226,"washu",0.75,131.93,0.08,48,0.191413659980308,0.399088379312279,0.295251019646294,0.0220821858392556,43,20,20,12,44,1,"f",12,2
227,"washu",0.75,69.69,0,26,-0.833813496952682,-0.920320010558102,-0.877066753755392,-0.0668628413174775,41,18,17,11,47,33,"m",16,1
228,"washu",0.83,141.03,0.03,53,0.341310304069161,-0.425541864356709,-0.042115780143774,0.661971496336706,37,18,17,10,55,21,"f",14,1
229,"washu",0.65,253.5,0.03,75,2.19393399205524,-0.425541864356709,0.884196063849264,0.264652603382607,NA,NA,NA,NA,33,19,"f",13,3
230,"washu",0.67,91.23,0.03,36,-0.47900319874676,-0.425541864356709,-0.452272531551734,-0.243262738747669,NA,NA,NA,NA,45.5,19,"f",13,1
231,"washu",0.85,72.73,0.16,61,-0.78373813453179,1.71849676918266,0.467379317325435,0.716731800430456,NA,NA,NA,NA,29,18,"m",12,1
232,"washu",0.71,103.6,0,71,-0.275242595738066,-0.920320010558102,-0.597781303148084,1.17498883061507,NA,NA,NA,NA,48,21,"f",15,3
233,"washu",0.67,-1.79,0,75,-2.01124340019128,-0.920320010558102,-1.46578170537469,1.66397626928533,43,20,22,15,35,19,"M",13,7
234,"washu",0.92,27.57,0.14,68,-1.52762082102109,1.38864467171507,-0.0694880746530108,1.50316276776667,45,22,23,14,56,20,"f",14,1
235,"washu",0.46,78.85,0.06,45,-0.682928523342364,0.069236281844684,-0.30684612074884,-0.747501694135406,39,18,19,14,34,18,"m",12,1
236,"washu",0.6,69.75,0,51,-0.832825167431217,-0.920320010558102,-0.876572588994659,0.266566930429775,43,21,23,16,36,21,"m",16,1
237,"washu",0.67,57.87,0.03,44,-1.02851441268128,-0.425541864356709,-0.727028138518994,0.185799007816082,41,21,19,14,37,21,"f",16,2
238,"washu",0.77,-28.09,0.08,68,-2.44446117376675,0.399088379312279,-1.02268639722724,1.52133716513784,42,19,20,15,37,18,"m",14,1
239,"washu",0.81,3.24,0.06,61,-1.92838844197513,0.069236281844684,-0.929576080065223,1.36825870135617,43,19,21,18,45,18,"m",12,2
240,"washu",0.81,29.92,0,68,-1.48891124809704,-0.920320010558102,-1.20461562932757,1.76328355297288,34,27,23,18,31,21,"f",14,3
241,"washu",0.81,NA,NA,50,NA,NA,NA,NA,14,10,12,7,53,20,"m",14,1
242,"washu",0.81,67.16,0,75,-0.875488058441121,-0.920320010558102,-0.897904034499611,1.82910188864658,21,13,15,10,42,20,"f",15,2
243,"washu",0.75,131.38,0,57,0.182353972700212,-0.920320010558102,-0.368983018928945,0.705743029009229,40,18,18,11,55,19,"M",12,1
244,"washu",0.69,43.14,0,48,-1.27114931020093,-0.920320010558102,-1.09573466037952,0.600733562707436,31,28,23,19,41,21,"m",15,2
245,"washu",0.75,NA,NA,63,NA,NA,NA,NA,40,17,19,13,55,18,"F",12,3
246,"washu",0.88,147.76,0,47,0.452167932060147,-0.920320010558102,-0.234076039248977,0.739157546209906,39,23,26,22,49,18,"m",12,2
247,"washu",0.9,103.8,0.11,33,-0.27194816399985,0.893866525513672,0.310959180756911,0.0214594451063685,38,18,18,12,42,20,"F",12,1
248,"washu",0.71,222.76,0.09,51,1.68757983389135,0.564014428046077,1.12579713096871,-0.484316571126653,45,18,18,13,NA,18,"f",12,1
249,"washu",0.6,111.21,0,58,-0.149889468098927,-0.920320010558102,-0.535104739328514,0.312717087228812,40,17,17,14,35,19,"m",12,3
250,"washu",0.81,138.54,0.03,58,0.300294628928365,-0.425541864356709,-0.0626236177141721,0.775067200461611,43,19,20,17,32,18,"f",13,2
251,"washu",0.9,125.3,0.03,52,0.0822032478584293,-0.425541864356709,-0.17166930824914,0.944327470708623,42,20,22,14,26,21,"m",15,1
252,"washu",0.96,182.9,0.05,65,1.0309995884648,-0.0956897668891135,0.467654910787841,1.23560144401327,40,21,20,11,36,19,"m",13,1
253,"washu",0.67,103.19,-0.02,48,-0.28199618080141,-1.2501721080257,-0.766084144413553,0.344690667055385,18,13,14,8,41,20,"m",13,1
254,"washu",0.73,99.54,0,44,-0.342119560023862,-0.920320010558102,-0.631219785290982,0.340074105807218,42,17,20,13,36,18,"m",12,2
255,"washu",0.71,63.29,0,75,-0.939235312575611,-0.920320010558102,-0.929777661566856,1.49965218418325,38,20,22,15,50,19,"m",12,2
256,"washu",0.77,96.25,0.03,39,-0.396312962117524,-0.425541864356709,-0.410927413237117,0.183419878158622,42,19,23,14,65,21,"f",15,1
257,"suny",0.85,94.15,0.03,14,-0.430904495368798,-0.425541864356709,-0.428223179862753,-0.383742698956363,40,20,18,16,48,20,"F",13,1
258,"suny",0.92,129.65,0.03,43,0.153857138164639,-0.425541864356709,-0.135842363096035,0.685772554657875,45,18,20,18,57,20,"m",14,2
259,"suny",0.65,47.8,0.03,34,-1.19438905070048,-0.425541864356709,-0.809965457528596,-0.178740758486925,35,15,20,13,47,21,"F",14,1
260,"suny",0.63,179.53,0.21,30,0.975488413675846,2.54312701285165,1.75930771326375,-1.83895155727471,38,18,20,16,50,19,"F",12,2
261,"suny",0.9,61.33,0.08,48,-0.971520743610133,0.399088379312279,-0.286216182148927,0.872357976401169,42,21,22,18,30,22,"M",15,2
262,"suny",0.81,41.93,0.12,64,-1.29108062221714,1.05879257424747,-0.116144023984834,1.01053925282334,44,19,21,19,43,21,"M",14,2
263,"suny",0.85,84.13,0.15,61,-0.595955525453447,1.55357072044886,0.478807597497708,0.710264663516411,31,18,21,13,44,24,"F",15,2
264,"suny",0.81,207.54,0.18,38,1.43687357861307,2.04834886665026,1.74261122263166,-0.930446655310953,41,20,21,15,34,22,"F",16,1
265,"suny",0.46,166.04,0.11,11,0.75327899293314,0.893866525513672,0.823572759223406,-2.54991073366679,31,17,18,9,41,22,"M",15,1
266,"suny",0.94,84.83,0.03,45,-0.584425014369689,-0.425541864356709,-0.504983439363199,1.03255786958403,40,21,21,17,47,21,"M",15,2
267,"suny",0.81,177.71,0.12,44,0.945509084858076,1.05879257424747,1.00215082955277,-0.306242888338326,40,17,20,14,40,20,"F",14,1
268,"suny",0.63,90.59,0.03,65,-0.489545380309052,-0.425541864356709,-0.457543622332881,0.612455125990263,35,15,15,7,44,19,"F",13,2
269,"suny",0.67,206.71,0.45,37,1.42320168689948,6.50135218246279,3.96227693468113,-2.70720971258235,35,17,17,10,47,21,"M",15,1
270,"suny",0.79,127.7,0.06,55,0.121736428717028,0.069236281844684,0.095486355280856,0.513504470032365,37,18,18,11,45,20,"F",14,1
271,"suny",0.79,179.22,0.1,9,0.970382044481611,0.728940476779875,0.849661260630743,-1.48636317684679,41,20,20,15,67,21,"F",15,1
272,"suny",0.98,191.99,0.06,37,1.18073151096674,0.069236281844684,0.624983896405711,0.258535951669722,39,16,18,13,40,23,"F",NA,1
273,"suny",0.75,172.83,0.03,31,0.865124950445592,-0.425541864356709,0.219791543044442,-0.516574904419071,38,18,19,12,63,20,"M",13,1
274,"suny",0.71,153.13,0.2,51,0.540623424231262,2.37820096411785,1.45941219417456,-0.673105632806699,44,19,20,15,51,22,"F",15,1
275,"suny",0.92,90.62,0,56,-0.48905121554832,-0.920320010558102,-0.704685613053211,1.45224310819464,40,20,21,13,42,21,"F",15,1
276,"suny",0.63,78.8,0.06,37,-0.683752131276918,0.069236281844684,-0.307257924716117,-0.430121975097565,38,20,17,13,36,19,"F",13,1
277,"suny",0.69,163.05,0.09,56,0.704027238446803,0.564014428046077,0.63402083324644,-0.104535275720224,33,15,15,13,36,18,"M",12,1
278,"suny",0.44,75.8,0.12,68,-0.733168607350166,1.05879257424747,0.162811983448652,-0.29622911107743,40,20,19,13,37,21,"m",15,3
279,"suny",0.79,45.26,0.03,49,-1.23622833377583,-0.425541864356709,-0.830885099066271,0.832542346377914,39,20,19,16,44,20,"M",13,1
280,"suny",0.58,147.32,0.09,61,0.444920182236071,0.564014428046077,0.504467305141074,-0.242469798199983,40,16,19,11,42,20,"F",13,1
281,"suny",0.63,187.76,0.03,36,1.11105427970346,-0.425541864356709,0.342756207673374,-0.832155333250746,30,15,14,13,54,19,"f",13,1
282,"suny",0.73,192.75,0,68,1.19325035157196,-0.920320010558102,0.136465170506929,0.72639150315653,32,14,15,9,36,21,"M",14,3
283,"suny",0.88,79.39,0.06,39,-0.674033557649179,0.069236281844684,-0.302398637902248,0.504239948593084,40,19,18,8,37,22,"F",15,2
284,"suny",0.65,152.44,0.03,59,0.529257634734415,-0.425541864356709,0.0518578851888529,0.188502345229138,31,16,17,16,31,19,"M",1,1
285,"suny",0.75,112.45,0.06,41,-0.129463991321984,0.069236281844684,-0.0301138547386499,-0.0331804659544074,40,15,21,12,49,18,"f",12,1
286,"suny",0.44,89.15,0.11,54,-0.513265288824212,0.893866525513672,0.19030061834473,-0.790550670853146,35,17,17,14,35,18,"M",12,1
287,"suny",0.69,77.12,0,43,-0.711425357877937,-0.920320010558102,-0.815872684218019,0.271374902710712,43,19,19,12,35,21,"F",15,2
288,"suny",0.56,153.55,0,39,0.547541730881517,-0.920320010558102,-0.186389139838292,-0.6733657749231,39,16,18,13,37,18,"F",12,1
289,"suny",0.69,141.66,0.09,28,0.351687764044543,0.564014428046077,0.45785109604531,-0.962374869372439,42,18,19,16,49,21,"F",15,1
290,"suny",0.6,73.94,0.03,62,-0.76380682251558,-0.425541864356709,-0.594674343436145,0.483217164029098,37,19,18,13,41,19,"F",13,1
291,"suny",0.46,171.85,0.09,39,0.848982234928331,0.564014428046077,0.706498331487204,-1.52612752161294,37,16,18,11,46,20,"M",13,3
292,"suny",0.75,123.1,0.08,27,0.0459644987380472,0.399088379312279,0.222526439025163,-0.654912850663765,37,18,16,12,49,19,"F",13,1
293,"suny",0.56,251.52,0.03,34,2.16131911784689,-0.425541864356709,0.867888626745092,-1.44095773595561,32,15,14,12,39,22,"F",16,2
294,"suny",0.85,123.53,0.11,15,0.0530475269752129,0.893866525513672,0.473457026244443,-0.859795945658557,34,13,13,11,46,20,"M",14,1
295,"suny",0.85,201.42,0.06,49,1.33606396742365,0.069236281844684,0.702650124634166,0.173223764813862,30,16,14,13,36,21,"M",14,1
296,"suny",0.73,134.82,0.2,44,0.239018198597537,2.37820096411785,1.30860958135769,-0.757653803807711,39,16,21,15,53,18,"M",12,1
297,"suny",NA,231.7,0.03,44,1.83484093258963,-0.425541864356709,0.704649534116462,NA,40,17,18,13,22,21,"F",15,2
298,"suny",0.6,77.03,0.03,46,-0.712907852160134,-0.425541864356709,-0.569224858258422,-0.0783456130333317,37,17,17,11,37,20,"M",14,3
299,"suny",0.56,103.89,0.03,0,-0.270465669717652,-0.425541864356709,-0.348003767037181,-1.91561526593324,41,23,22,16,41,35,"F",NA,1
300,"suny",0.83,200.84,0.03,30,1.32651011538282,-0.425541864356709,0.450484125513055,-0.403329542243741,32,16,15,8,44,22,"M",17,1
301,"suny",0.69,93.48,0,42,-0.441940841691823,-0.920320010558102,-0.681130426124962,0.160928179536665,41,22,20,16,39,22,"f",15,1
302,"suny",0.63,138.9,0.03,55,0.306224606057155,-0.425541864356709,-0.0596586291497771,0.0453206768231339,43,19,18,15,51,22,"f",17,1
303,"suny",0.58,163.01,0.03,26,0.703368352099159,-0.425541864356709,0.138913243871225,-1.23252192790542,32,13,15,12,32,22,"f",15,3
304,"suny",0.46,233.5,0,36,1.86449081823358,-0.920320010558102,0.47208540383774,-1.49606857168243,32,20,17,10,59,24,"f",5,1
305,"suny",0.65,161.08,0.03,64,0.67157708582537,-0.425541864356709,0.123017610734331,0.319221720003587,36,16,17,13,49,20,"f",15,2
306,"suny",0.69,201.07,0.24,37,1.33029871188177,3.03790515905304,2.1841019354674,-1.6314628881416,38,17,19,10,43,20,"f",15,2
307,"suny",0.85,166.28,0.15,40,0.757232311019,1.55357072044886,1.15540151573393,-0.390761395265411,29,18,13,12,51,20,"m",15,5
308,"suny",0.6,128.77,0,31,0.139361638516487,-0.920320010558102,-0.390479186020808,-0.692459426272444,40,19,19,14,47,27,"m",16,7
309,"suny",0.73,194.73,0.09,57,1.2258652257803,0.564014428046077,0.89493982691319,-0.0789942092065022,40,18,17,12,42,21,"f",15,1
310,"suny",0.6,-0.33,0.06,35,-1.98719404850229,0.069236281844684,-0.958978883328806,-0.233961458031765,42,21,24,16,33,27,"m",10,1
311,"suny",0.92,237.11,0.03,50,1.92395531110839,-0.425541864356709,0.749206723375841,0.424316122421949,34,16,17,14,48,23,"m",5,2
312,"suny",0.69,83.15,0.09,59,-0.612098240970708,0.564014428046077,-0.0240419064623156,0.370447849469458,35,19,19,13,56,24,"f",16,7
313,"suny",0.65,110.96,0.03,57,-0.154007507771697,-0.425541864356709,-0.289774686064203,0.313433276250652,37,18,20,14,54,26,"f",18,1
314,"suny",0.85,155.81,0.11,62,0.584768809523364,0.893866525513672,0.739317667518518,0.597042480873007,35,17,16,14,58,21,"m",15,1
315,"suny",0.85,98.41,0.4,9,-0.360733099344786,5.6767219387938,2.65799441972451,-2.30118686023687,30,13,14,13,47,21,"m",14,1
316,"suny",0.5,57.59,0.08,63,-1.03312661711478,0.399088379312279,-0.317019118901252,0.0128060924547585,33,15,19,12,48,21,"f",15,2
317,"suny",0.69,51.06,0.03,62,-1.14068981336755,-0.425541864356709,-0.783115838862131,0.902592087541987,37,15,17,12,47,20,"f",13,1
318,"suny",0.79,111.38,0.03,48,-0.147089201121442,-0.425541864356709,-0.286315532739076,0.490178897895082,41,16,22,18,47,34,"m",16,2
319,"suny",0.81,101.43,0,43,-0.310987180097716,-0.920320010558102,-0.615653595327909,0.575057105946082,36,15,18,12,37,19,"m",13,2
320,"suny",0.52,183.87,0.06,41,1.04697758239515,0.069236281844684,0.558106932119915,-1.16526734436973,41,17,19,13,48,20,"f",14,1
321,"suny",0.79,99.24,0.03,37,-0.347061207631187,-0.425541864356709,-0.386301535993948,0.17058654530808,46,19,22,16,46,23,"m",18,1
322,"suny",0.79,252.32,0.06,27,2.17449684479976,0.069236281844684,1.12186656332222,-1.02484479127129,35,17,17,11,57,21,"f",15,1
323,"suny",0.63,128.94,0.03,28,0.14216190549397,-0.425541864356709,-0.141689979431369,-0.831593210462331,36,18,18,13,43,21,"m",15,2
324,"suny",0.52,139.55,0.06,31,0.316931509206359,0.069236281844684,0.193083895525521,-1.30068060653218,43,16,22,12,40,27,"m",16,2
325,"suny",0.5,143.24,0.03,12,0.377713774776454,-0.425541864356709,-0.0239140447901275,-1.89713512775917,34,13,18,12,39,19,"f",13,4
326,"suny",0.73,86.77,0,57,-0.552469026508989,-0.920320010558102,-0.736394518533545,0.844159791706512,39,20,19,13,46,23,"f",17,2
327,"suny",0.65,202,0.09,46,1.34561781946448,0.564014428046077,0.954816123755276,-0.767040172225093,32,18,18,13,52,21,"f",14,2
328,"suny",0.92,113.24,0.06,61,-0.116450985956029,0.069236281844684,-0.0236073520556723,1.23781635286699,32,20,20,15,63,27,"m",17,2
329,"suny",0.88,149.52,0.06,65,0.481158931356453,0.069236281844684,0.275197606600569,1.06652158746781,42,21,21,17,45,28,"m",18,3
330,"suny",0.92,57.94,0,58,-1.0273613615729,-0.920320010558102,-0.973840686065503,1.67295012630695,41,22,20,14,48,18,"m",13,1
331,"suny",0.63,178.24,0.06,21,0.95423932896435,0.069236281844684,0.511737805404517,-1.4407437650921,35,14,17,6,45,19,"F",13,1
332,"suny",0.6,248.86,0.03,31,2.11750317572861,-0.425541864356709,0.845980655685952,-1.39215832798795,37,16,19,15,38,20,"M",13,1
333,"suny",0.56,173.96,0.26,7,0.883738489766515,3.36775725652064,2.12574787314358,-3.07610084128173,27,18,17,6,42,20,"f",13,1
334,"suny",0.81,60.2,0.03,34,-0.990134282931057,-0.425541864356709,-0.707838073643883,0.319445106461543,41,17,19,13,40,25,"M",18,2
335,"suny",0.79,130.77,0.12,26,0.172305955898652,1.05879257424747,0.615549265073061,-0.772523026236516,39,19,18,13,46,19,"m",13,2
336,"suny",0.83,117.65,0.03,68,-0.0438087661283535,-0.425541864356709,-0.234675315242531,1.28390242125738,41,18,18,15,56,31,"m",14,1
337,"suny",0.67,194.41,0,39,1.22059413499916,-0.920320010558102,0.150137062220528,-0.481566917868688,38,19,17,13,33,18,"f",13,5
338,"suny",0.92,120.06,0.08,31,-0.00411086368284418,0.399088379312279,0.197488757814718,0.0867732758849297,38,20,19,16,45,21,"m",15,1
339,"suny",0.63,21.39,0.03,69,-1.62941876173198,-0.425541864356709,-1.02748031304434,1.07176627284966,40,21,19,15,46,19,"F",13,1
340,"suny",0.98,124.32,0.03,50,0.0660605323411681,-0.425541864356709,-0.17974066600777,1.15848912202408,41,17,19,12,42,18,"m",12,1
341,"suny",0.65,226.47,0.15,43,1.74869154263527,1.55357072044886,1.65113113154207,-1.26366983138177,33,17,15,12,48,18,"m",12,2
342,"suny",0.94,61.84,0,41,-0.963119942677681,-0.920320010558102,-0.941719976617891,1.14291192998446,41,18,20,14,69,22,"m",17,1
343,"suny",0.81,117.38,0.14,55,-0.048256248974946,1.38864467171507,0.67019421137006,0.257780999855049,34,19,15,11,40,18,"f",12,2
344,"suny",0.75,169.46,0.06,61,0.809613775656643,0.069236281844684,0.439425028750664,0.385064185812557,39,17,19,15,37,20,"F",14,2
345,"suny",0.75,131.94,0.06,57,0.191578381567219,0.069236281844684,0.130407331705951,0.423143572010909,44,19,21,15,46,18,"F",12,1
